domain,filename,image_path,mean_saturation,edge_density,local_contrast,texture_entropy,self_similarity,clutter_score,hard_negative_score
grass_field,image (63).jfif,G:\내 드라이브\데이터셋\grass_field\image (63).jfif,114.015594,0.656412,15.039346,5.486066,0.000000,0.336141,0.515082
grass_field,image (64).jfif,G:\내 드라이브\데이터셋\grass_field\image (64).jfif,123.404698,0.468921,8.971959,5.189789,0.000000,0.324369,0.467486
grass_field,image (64).jpg,G:\내 드라이브\데이터셋\grass_field\image (64).jpg,89.597266,0.725140,20.768114,5.690684,0.000000,0.307870,0.583876
grass_field,image (644).jfif,G:\내 드라이브\데이터셋\grass_field\image (644).jfif,74.887225,0.177202,4.960623,5.666375,0.000000,0.287259,0.491887
grass_field,image (648).jfif,G:\내 드라이브\데이터셋\grass_field\image (648).jfif,80.328813,0.447343,11.065153,4.368251,0.557918,0.358804,0.598616
grass_field,image (65).jfif,G:\내 드라이브\데이터셋\grass_field\image (65).jfif,117.733081,0.267278,4.966346,5.705674,0.000000,0.330886,0.460524
grass_field,image (66).jfif,G:\내 드라이브\데이터셋\grass_field\image (66).jfif,141.583521,0.112833,2.798112,5.703872,0.000000,0.348140,0.340764
grass_field,image (660).jfif,G:\내 드라이브\데이터셋\grass_field\image (660).jfif,118.933391,0.444160,10.282846,5.713313,0.000000,0.286495,0.478806
grass_field,image (667).jfif,G:\내 드라이브\데이터셋\grass_field\image (667).jfif,112.223929,0.415770,12.203167,5.496801,0.000000,0.299548,0.501413
grass_field,image (67).jfif,G:\내 드라이브\데이터셋\grass_field\image (67).jfif,148.556340,0.374686,12.443976,5.731511,0.000000,0.277175,0.486049
grass_field,image (673).jfif,G:\내 드라이브\데이터셋\grass_field\image (673).jfif,140.983301,0.966602,25.617579,5.182093,0.719342,0.368620,0.643195
grass_field,image (674).jfif,G:\내 드라이브\데이터셋\grass_field\image (674).jfif,189.876785,0.894749,30.978264,5.644305,0.711995,0.361752,0.673945
grass_field,image (68).jfif,G:\내 드라이브\데이터셋\grass_field\image (68).jfif,167.660363,0.534306,8.711246,5.244177,0.000000,0.360682,0.471708
grass_field,image (69).jfif,G:\내 드라이브\데이터셋\grass_field\image (69).jfif,116.635412,0.681306,24.308567,5.783508,0.000000,0.288198,0.548935
grass_field,image (69).jpg,G:\내 드라이브\데이터셋\grass_field\image (69).jpg,42.612050,0.571754,10.331236,4.975711,0.000000,0.301636,0.606326
grass_field,image (7).jfif,G:\내 드라이브\데이터셋\grass_field\image (7).jfif,105.845919,0.618990,16.697567,5.111956,0.000000,0.308486,0.525466
grass_field,image (7).jpg,G:\내 드라이브\데이터셋\grass_field\image (7).jpg,94.639026,0.607609,7.889489,5.680030,0.000000,0.346616,0.518139
grass_field,image (70).jfif,G:\내 드라이브\데이터셋\grass_field\image (70).jfif,198.982756,0.769984,24.842386,5.628036,0.712781,0.362476,0.645358
grass_field,image (706).jfif,G:\내 드라이브\데이터셋\grass_field\image (706).jfif,207.300725,0.518067,13.298088,5.642638,0.117157,0.294279,0.506993
grass_field,image (71).jfif,G:\내 드라이브\데이터셋\grass_field\image (71).jfif,136.672063,0.524631,7.508776,5.524609,0.000000,0.369861,0.472183
grass_field,image (711).jfif,G:\내 드라이브\데이터셋\grass_field\image (711).jfif,205.399460,0.133105,5.016497,5.502625,0.000000,0.256184,0.362238
grass_field,image (72).jfif,G:\내 드라이브\데이터셋\grass_field\image (72).jfif,125.792882,0.632895,14.629496,5.338886,0.580730,0.345363,0.576570
grass_field,image (72).jpg,G:\내 드라이브\데이터셋\grass_field\image (72).jpg,130.168153,0.504907,11.251070,5.550629,0.000000,0.283662,0.481106
grass_field,image (720).jfif,G:\내 드라이브\데이터셋\grass_field\image (720).jfif,78.233277,0.147653,5.297068,5.641656,0.000000,0.252579,0.454313
grass_field,image (728).jfif,G:\내 드라이브\데이터셋\grass_field\image (728).jfif,103.839655,0.601796,23.215704,5.776748,0.000000,0.266969,0.565148
grass_field,image (729).jfif,G:\내 드라이브\데이터셋\grass_field\image (729).jfif,145.114604,0.805586,14.185613,5.016490,0.492856,0.384937,0.556276
grass_field,image (73).jfif,G:\내 드라이브\데이터셋\grass_field\image (73).jfif,136.241795,0.560681,19.305567,5.842607,0.000000,0.266537,0.517149
grass_field,image (737).jfif,G:\내 드라이브\데이터셋\grass_field\image (737).jfif,61.657192,0.513922,14.631177,5.823472,0.000000,0.266519,0.602197
grass_field,image (74).jfif,G:\내 드라이브\데이터셋\grass_field\image (74).jfif,86.157605,0.353116,5.956995,5.354403,0.000000,0.315381,0.519986
grass_field,image (740).jfif,G:\내 드라이브\데이터셋\grass_field\image (740).jfif,96.980500,0.496809,7.816742,5.659627,0.000000,0.333617,0.512205
grass_field,image (745).jfif,G:\내 드라이브\데이터셋\grass_field\image (745).jfif,124.282059,0.715110,17.299788,5.337378,0.581322,0.359137,0.590491
grass_field,image (75).jfif,G:\내 드라이브\데이터셋\grass_field\image (75).jfif,116.491088,0.663801,18.247187,5.577786,0.000000,0.317909,0.523758
grass_field,image (75).jpg,G:\내 드라이브\데이터셋\grass_field\image (75).jpg,71.344236,0.363272,10.066076,5.514588,0.242405,0.291885,0.597088
grass_field,image (752).jfif,G:\내 드라이브\데이터셋\grass_field\image (752).jfif,100.763767,0.381581,6.160943,4.572701,0.000000,0.317374,0.468307
grass_field,image (756).jfif,G:\내 드라이브\데이터셋\grass_field\image (756).jfif,74.592580,0.295671,6.852780,5.461927,0.000000,0.269860,0.542355
grass_field,image (76).jfif,G:\내 드라이브\데이터셋\grass_field\image (76).jfif,112.740998,0.259553,6.361701,4.767842,0.551858,0.297089,0.523507
grass_field,image (766).jfif,G:\내 드라이브\데이터셋\grass_field\image (766).jfif,44.852344,0.127686,2.977947,5.123382,0.000000,0.277470,0.477942
grass_field,image (767).jfif,G:\내 드라이브\데이터셋\grass_field\image (767).jfif,103.707672,0.394707,7.367618,5.339721,0.000000,0.307620,0.493158
grass_field,image (77).jfif,G:\내 드라이브\데이터셋\grass_field\image (77).jfif,101.405884,0.376994,9.545104,5.598777,0.000000,0.249910,0.503823
grass_field,image (770).jfif,G:\내 드라이브\데이터셋\grass_field\image (770).jfif,113.934501,0.294231,5.704490,5.073246,0.000000,0.351331,0.462101
grass_field,image (778).jfif,G:\내 드라이브\데이터셋\grass_field\image (778).jfif,161.259369,0.650098,12.960075,4.537777,0.214863,0.354611,0.495403
grass_field,image (779).jfif,G:\내 드라이브\데이터셋\grass_field\image (779).jfif,142.942952,0.666814,13.878831,5.383488,0.000000,0.338884,0.498395
grass_field,image (78).jfif,G:\내 드라이브\데이터셋\grass_field\image (78).jfif,112.069786,0.368069,10.810849,5.492960,0.000000,0.315064,0.496721
grass_field,image (780).jfif,G:\내 드라이브\데이터셋\grass_field\image (780).jfif,82.012995,0.548541,9.052341,5.256403,0.000000,0.298460,0.537135
grass_field,image (784).jfif,G:\내 드라이브\데이터셋\grass_field\image (784).jfif,149.318818,0.430670,7.754174,5.363767,0.000000,0.329973,0.468137
grass_field,image (785).jfif,G:\내 드라이브\데이터셋\grass_field\image (785).jfif,152.856387,0.506084,10.541708,5.179995,0.000000,0.316765,0.473757
grass_field,image (786).jfif,G:\내 드라이브\데이터셋\grass_field\image (786).jfif,196.231827,0.677254,16.354551,5.756727,0.000000,0.384890,0.515151
grass_field,image (788).jfif,G:\내 드라이브\데이터셋\grass_field\image (788).jfif,130.716793,0.480998,6.672058,4.661654,0.489270,0.386298,0.508899
grass_field,image (79).jfif,G:\내 드라이브\데이터셋\grass_field\image (79).jfif,105.418417,0.556850,21.686407,5.795238,0.000000,0.281822,0.556570
grass_field,image (790).jfif,G:\내 드라이브\데이터셋\grass_field\image (790).jfif,115.836076,0.425701,8.201844,5.083037,0.000000,0.315924,0.467107
grass_field,image (792).jfif,G:\내 드라이브\데이터셋\grass_field\image (792).jfif,131.054568,0.386193,8.304761,5.240002,0.000000,0.314597,0.465055
grass_field,image (793).jfif,G:\내 드라이브\데이터셋\grass_field\image (793).jfif,140.752260,0.472182,13.830718,5.853018,0.000000,0.291811,0.494013
grass_field,image (794).jfif,G:\내 드라이브\데이터셋\grass_field\image (794).jfif,123.962176,0.823251,15.749312,5.294989,0.000000,0.390278,0.509352
grass_field,image (795).jfif,G:\내 드라이브\데이터셋\grass_field\image (795).jfif,90.863567,0.500543,11.123472,5.670858,0.000000,0.333927,0.538951
grass_field,image (796).jfif,G:\내 드라이브\데이터셋\grass_field\image (796).jfif,169.773401,0.596969,17.534565,5.717898,0.000000,0.267762,0.508970
grass_field,image (797).jfif,G:\내 드라이브\데이터셋\grass_field\image (797).jfif,97.294888,0.084674,2.502532,4.822272,0.000000,0.345670,0.333340
grass_field,image (798).jfif,G:\내 드라이브\데이터셋\grass_field\image (798).jfif,176.767728,0.381003,7.320457,4.667799,0.000000,0.281668,0.438075
grass_field,image (8).jfif,G:\내 드라이브\데이터셋\grass_field\image (8).jfif,86.910213,0.257725,6.292100,4.616195,0.000000,0.232331,0.487265
grass_field,image (8).jpg,G:\내 드라이브\데이터셋\grass_field\image (8).jpg,127.772450,0.689656,16.127077,5.329146,0.000000,0.329241,0.506158
grass_field,image (80).jfif,G:\내 드라이브\데이터셋\grass_field\image (80).jfif,144.404439,0.473955,11.658307,5.661651,0.000000,0.277915,0.482440
grass_field,image (80).jpg,G:\내 드라이브\데이터셋\grass_field\image (80).jpg,75.951396,0.446644,12.200002,5.762247,0.000000,0.243070,0.562250
grass_field,image (800).jfif,G:\내 드라이브\데이터셋\grass_field\image (800).jfif,164.697235,0.152552,3.763709,4.666166,0.000000,0.288387,0.354572
grass_field,image (801).jfif,G:\내 드라이브\데이터셋\grass_field\image (801).jfif,151.051960,0.646288,19.211725,5.641165,0.000000,0.364033,0.526458
grass_field,image (804).jfif,G:\내 드라이브\데이터셋\grass_field\image (804).jfif,79.614716,0.597766,14.748807,5.475266,0.000000,0.338340,0.577009
grass_field,image (806).jfif,G:\내 드라이브\데이터셋\grass_field\image (806).jfif,213.827101,0.234839,5.679152,5.110560,0.573745,0.311744,0.522734
grass_field,image (809).jfif,G:\내 드라이브\데이터셋\grass_field\image (809).jfif,175.812196,0.559713,13.607799,4.962658,0.541710,0.376241,0.557255
grass_field,image (81).jfif,G:\내 드라이브\데이터셋\grass_field\image (81).jfif,44.744002,0.107648,2.462022,5.122221,0.000000,0.318760,0.459774
grass_field,image (81).jpg,G:\내 드라이브\데이터셋\grass_field\image (81).jpg,128.639606,0.543500,15.304961,5.685146,0.000000,0.293615,0.501104
grass_field,image (810).jfif,G:\내 드라이브\데이터셋\grass_field\image (810).jfif,104.291391,0.746396,20.876551,5.560376,0.584701,0.383052,0.640974
grass_field,image (811).jfif,G:\내 드라이브\데이터셋\grass_field\image (811).jfif,105.800542,0.633883,21.447529,5.529344,0.557442,0.315182,0.630553
grass_field,image (813).jfif,G:\내 드라이브\데이터셋\grass_field\image (813).jfif,76.645383,0.715677,6.465116,5.629147,0.000000,0.358747,0.545663
grass_field,image (815).jfif,G:\내 드라이브\데이터셋\grass_field\image (815).jfif,118.872688,0.675539,11.842970,5.439487,0.000000,0.279362,0.485517
grass_field,image (816).jfif,G:\내 드라이브\데이터셋\grass_field\image (816).jfif,95.986777,0.234529,5.255668,5.758988,0.000000,0.323763,0.501036
grass_field,image (818).jfif,G:\내 드라이브\데이터셋\grass_field\image (818).jfif,134.443806,0.654002,6.964884,5.393646,0.000000,0.365516,0.468988
grass_field,image (819).jfif,G:\내 드라이브\데이터셋\grass_field\image (819).jfif,66.385100,0.450156,10.770508,5.613127,0.000000,0.265335,0.575314
grass_field,image (82).jfif,G:\내 드라이브\데이터셋\grass_field\image (82).jfif,116.955268,0.416329,6.277954,5.020800,0.000000,0.362775,0.458647
grass_field,image (820).jfif,G:\내 드라이브\데이터셋\grass_field\image (820).jfif,85.510444,0.532122,11.203276,5.608988,0.000000,0.344041,0.550150
grass_field,image (823).jfif,G:\내 드라이브\데이터셋\grass_field\image (823).jfif,79.236987,0.384851,10.230289,5.869393,0.000000,0.266421,0.549329
grass_field,image (826).jfif,G:\내 드라이브\데이터셋\grass_field\image (826).jfif,195.706480,0.234437,5.203951,5.180326,0.000000,0.284178,0.445489
grass_field,image (828).jfif,G:\내 드라이브\데이터셋\grass_field\image (828).jfif,127.716452,0.460926,13.260621,5.900416,0.000000,0.297549,0.491914
grass_field,image (83).jfif,G:\내 드라이브\데이터셋\grass_field\image (83).jfif,144.965137,0.732084,12.154640,5.024727,0.492301,0.402809,0.548746
grass_field,image (830).jfif,G:\내 드라이브\데이터셋\grass_field\image (830).jfif,57.072104,0.233741,5.957319,3.949423,0.000000,0.315340,0.526474
grass_field,image (832).jfif,G:\내 드라이브\데이터셋\grass_field\image (832).jfif,68.373414,0.331757,6.156943,4.913408,0.000000,0.255894,0.532879
grass_field,image (833).jfif,G:\내 드라이브\데이터셋\grass_field\image (833).jfif,112.304429,0.576784,19.247116,5.806717,0.000000,0.272243,0.531554
grass_field,image (834).jfif,G:\내 드라이브\데이터셋\grass_field\image (834).jfif,110.442923,0.127780,3.274822,4.861457,0.000000,0.300114,0.352712
grass_field,image (836).jfif,G:\내 드라이브\데이터셋\grass_field\image (836).jfif,125.172610,0.472478,8.467397,4.943867,0.000000,0.324965,0.456983
grass_field,image (838).jfif,G:\내 드라이브\데이터셋\grass_field\image (838).jfif,79.386181,0.315402,6.881186,5.155810,0.000000,0.324151,0.530990
grass_field,image (839).jfif,G:\내 드라이브\데이터셋\grass_field\image (839).jfif,65.311067,0.575005,15.346612,4.926786,0.000000,0.341270,0.590553
grass_field,image (84).jfif,G:\내 드라이브\데이터셋\grass_field\image (84).jfif,100.855868,0.329087,5.386292,4.579954,0.000000,0.325840,0.465595
grass_field,image (843).jfif,G:\내 드라이브\데이터셋\grass_field\image (843).jfif,109.357554,0.679732,16.999821,5.478228,0.085346,0.341785,0.544471
grass_field,image (85).jfif,G:\내 드라이브\데이터셋\grass_field\image (85).jfif,125.674050,0.552933,16.261412,5.512341,0.000000,0.254111,0.501636
grass_field,image (852).jfif,G:\내 드라이브\데이터셋\grass_field\image (852).jfif,153.493834,0.316234,7.978294,5.764148,0.000000,0.287447,0.466143
grass_field,image (855).jfif,G:\내 드라이브\데이터셋\grass_field\image (855).jfif,224.909787,0.500372,6.897604,4.940328,0.534756,0.305395,0.517068
grass_field,image (86).jfif,G:\내 드라이브\데이터셋\grass_field\image (86).jfif,143.014929,0.350137,8.236788,5.166898,0.308011,0.303881,0.501269
grass_field,image (86).jpg,G:\내 드라이브\데이터셋\grass_field\image (86).jpg,104.690892,0.302665,9.714317,5.697568,0.000000,0.195463,0.493149
grass_field,image (861).jfif,G:\내 드라이브\데이터셋\grass_field\image (861).jfif,107.475666,0.626615,11.713845,5.253903,0.000000,0.370850,0.510085
grass_field,image (87).jfif,G:\내 드라이브\데이터셋\grass_field\image (87).jfif,161.716491,0.540768,11.647360,4.546242,0.211824,0.356775,0.489353
grass_field,image (872).jfif,G:\내 드라이브\데이터셋\grass_field\image (872).jfif,58.410127,0.661740,23.674927,5.583069,0.155191,0.365659,0.680632
grass_field,image (877).jfif,G:\내 드라이브\데이터셋\grass_field\image (877).jfif,89.478342,0.447757,15.401396,4.754583,0.000000,0.304512,0.537088
grass_field,image (879).jfif,G:\내 드라이브\데이터셋\grass_field\image (879).jfif,123.045498,0.761451,31.730822,5.775908,0.000000,0.298154,0.578554
grass_field,image (88).jfif,G:\내 드라이브\데이터셋\grass_field\image (88).jfif,143.379900,0.583214,12.217847,5.416032,0.000000,0.315362,0.488807
grass_field,image (884).jfif,G:\내 드라이브\데이터셋\grass_field\image (884).jfif,172.660930,0.411278,7.142734,5.391262,0.000000,0.309290,0.464119
grass_field,image (885).jfif,G:\내 드라이브\데이터셋\grass_field\image (885).jfif,96.120378,0.374436,10.476983,5.380019,0.000000,0.246277,0.516852
grass_field,image (89).jfif,G:\내 드라이브\데이터셋\grass_field\image (89).jfif,174.133342,0.427362,7.936873,5.659783,0.000000,0.310292,0.468233
grass_field,image (895).jfif,G:\내 드라이브\데이터셋\grass_field\image (895).jfif,200.846765,0.694560,8.598667,5.455848,0.000000,0.364595,0.476766
grass_field,image (898).jfif,G:\내 드라이브\데이터셋\grass_field\image (898).jfif,125.680042,0.353261,8.404011,5.380834,0.000000,0.327900,0.471545
grass_field,image (9).jfif,G:\내 드라이브\데이터셋\grass_field\image (9).jfif,84.556348,0.619399,13.959185,5.183229,0.000000,0.308980,0.554086
grass_field,image (9).jpg,G:\내 드라이브\데이터셋\grass_field\image (9).jpg,128.612850,0.535701,18.699108,5.406391,0.000000,0.265203,0.514172
grass_field,image (90).jfif,G:\내 드라이브\데이터셋\grass_field\image (90).jfif,103.161415,0.044771,1.587456,4.808135,0.000000,0.331998,0.276553
grass_field,image (90).jpg,G:\내 드라이브\데이터셋\grass_field\image (90).jpg,92.350272,0.294531,8.397214,5.592491,0.000000,0.231654,0.513218
grass_field,image (904).jfif,G:\내 드라이브\데이터셋\grass_field\image (904).jfif,143.383227,0.747055,20.127146,5.577091,0.000000,0.348557,0.529202
grass_field,image (909).jfif,G:\내 드라이브\데이터셋\grass_field\image (909).jfif,140.417397,0.095914,3.553004,4.644188,0.722775,0.301770,0.391513
grass_field,image (91).jfif,G:\내 드라이브\데이터셋\grass_field\image (91).jfif,132.666884,0.511768,11.278684,5.351367,0.000000,0.299172,0.481165
grass_field,image (912).jfif,G:\내 드라이브\데이터셋\grass_field\image (912).jfif,110.669903,0.411147,10.428176,5.493359,0.000000,0.318833,0.497871
grass_field,image (915).jfif,G:\내 드라이브\데이터셋\grass_field\image (915).jfif,159.756894,0.594838,23.847591,5.688036,0.000000,0.292640,0.541050
grass_field,image (92).jfif,G:\내 드라이브\데이터셋\grass_field\image (92).jfif,179.575520,0.510950,8.113611,5.475176,0.000000,0.367669,0.474799
grass_field,image (92).jpg,G:\내 드라이브\데이터셋\grass_field\image (92).jpg,143.078095,0.538639,14.788292,5.499824,0.000000,0.289231,0.498243
grass_field,image (923).jfif,G:\내 드라이브\데이터셋\grass_field\image (923).jfif,74.451685,0.230049,5.148943,5.680227,0.000000,0.305649,0.538206
grass_field,image (924).jfif,G:\내 드라이브\데이터셋\grass_field\image (924).jfif,53.168616,0.451703,7.048399,4.533043,0.000000,0.366553,0.563320
grass_field,image (927).jfif,G:\내 드라이브\데이터셋\grass_field\image (927).jfif,110.288723,0.559866,14.049293,5.524498,0.000000,0.339447,0.517605
grass_field,image (928).jfif,G:\내 드라이브\데이터셋\grass_field\image (928).jfif,116.607284,0.341801,4.566561,5.502275,0.000000,0.355445,0.463170
grass_field,image (93).jfif,G:\내 드라이브\데이터셋\grass_field\image (93).jfif,157.846509,0.521013,13.433015,5.776118,0.000000,0.280708,0.491038
grass_field,image (938).jfif,G:\내 드라이브\데이터셋\grass_field\image (938).jfif,71.185175,0.352888,6.257048,5.219210,0.000000,0.358866,0.548684
grass_field,image (94).jfif,G:\내 드라이브\데이터셋\grass_field\image (94).jfif,189.177778,0.653348,12.214222,5.003944,0.000000,0.342934,0.478346
grass_field,image (941).jfif,G:\내 드라이브\데이터셋\grass_field\image (941).jfif,107.208984,0.316852,9.561590,5.519697,0.000000,0.294576,0.497728
grass_field,image (95).jfif,G:\내 드라이브\데이터셋\grass_field\image (95).jfif,90.381886,0.676507,17.210791,5.314963,0.000000,0.328527,0.564994
grass_field,image (955).jfif,G:\내 드라이브\데이터셋\grass_field\image (955).jfif,117.236132,0.097356,3.533728,4.733101,0.452806,0.312562,0.366879
grass_field,image (956).jfif,G:\내 드라이브\데이터셋\grass_field\image (956).jfif,198.383064,0.912306,26.138638,5.195339,0.883313,0.403290,0.670862
grass_field,image (96).jfif,G:\내 드라이브\데이터셋\grass_field\image (96).jfif,101.405884,0.376994,9.545104,5.598777,0.000000,0.249910,0.503823
grass_field,image (97).jfif,G:\내 드라이브\데이터셋\grass_field\image (97).jfif,74.512861,0.313747,5.176361,5.350596,0.000000,0.311160,0.537126
grass_field,image (98).jfif,G:\내 드라이브\데이터셋\grass_field\image (98).jfif,164.488875,0.664439,19.070093,5.477359,0.000000,0.289929,0.518384
grass_field,image (983).jfif,G:\내 드라이브\데이터셋\grass_field\image (983).jfif,122.040987,0.602264,11.283083,5.300282,0.000000,0.300397,0.479605
grass_field,image (987).jfif,G:\내 드라이브\데이터셋\grass_field\image (987).jfif,192.491302,0.370658,10.256753,5.321555,0.383697,0.293554,0.524700
grass_field,image (99).jfif,G:\내 드라이브\데이터셋\grass_field\image (99).jfif,139.746082,0.211828,4.368307,5.687212,0.000000,0.348238,0.447128
grass_field,image (993).jfif,G:\내 드라이브\데이터셋\grass_field\image (993).jfif,68.920724,0.318541,6.269664,5.627583,0.000000,0.283997,0.551434
grass_field,image (995).jfif,G:\내 드라이브\데이터셋\grass_field\image (995).jfif,86.997158,0.307331,8.630561,5.191573,0.000000,0.314408,0.525454
leaf_ground,autumn-ground-forest.jpg,G:\내 드라이브\데이터셋\leaf_ground\autumn-ground-forest.jpg,135.833122,0.760898,21.601948,5.496678,0.048237,0.360892,0.543619
leaf_ground,autumn-landscape-forest.jpg,G:\내 드라이브\데이터셋\leaf_ground\autumn-landscape-forest.jpg,93.557669,0.659531,19.053370,4.862035,0.627399,0.347835,0.636203
leaf_ground,bamboo-forest-landscape.jpg,G:\내 드라이브\데이터셋\leaf_ground\bamboo-forest-landscape.jpg,108.572045,0.134220,4.050456,4.762275,0.622630,0.303066,0.444149
leaf_ground,high-angle-shot-dry-leaves-ground-sunlight-autumn-malta.jpg,G:\내 드라이브\데이터셋\leaf_ground\high-angle-shot-dry-leaves-ground-sunlight-autumn-malta.jpg,104.302873,0.570965,12.131832,5.319877,0.611096,0.380979,0.600516
leaf_ground,imgi_1015_pexels-photo-11742397.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1015_pexels-photo-11742397.jpg,75.181883,0.760184,19.279959,4.708161,0.792752,0.354727,0.688010
leaf_ground,imgi_1037_pexels-photo-9944610.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1037_pexels-photo-9944610.jpg,107.909518,0.774668,15.654219,5.424217,0.377755,0.412798,0.585933
leaf_ground,imgi_1038_pexels-photo-14516673.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1038_pexels-photo-14516673.jpg,199.797891,0.534992,7.537787,4.923027,0.722274,0.354695,0.548799
leaf_ground,imgi_1044_pexels-photo-4198404.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1044_pexels-photo-4198404.jpg,115.742325,0.705875,21.345304,5.878436,0.685790,0.336064,0.630621
leaf_ground,imgi_1050_pexels-photo-34445376.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1050_pexels-photo-34445376.jpg,188.995156,0.822050,35.465260,5.871527,0.795830,0.340704,0.687528
leaf_ground,imgi_1051_pexels-photo-13214228.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1051_pexels-photo-13214228.jpg,184.484342,0.557101,18.376955,5.354687,0.447658,0.306488,0.573476
leaf_ground,imgi_1056_pexels-photo-14972530.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1056_pexels-photo-14972530.jpg,75.654939,0.652604,14.305530,4.272134,0.814134,0.370088,0.653607
leaf_ground,imgi_1058_pexels-photo-11255715.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1058_pexels-photo-11255715.jpg,53.284432,0.974733,37.931759,5.645455,0.957320,0.351403,0.831904
leaf_ground,imgi_1074_pexels-photo-34226656.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1074_pexels-photo-34226656.jpg,128.821521,0.807691,29.310823,5.456875,0.569128,0.347849,0.646166
leaf_ground,imgi_1080_pexels-photo-10014803.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1080_pexels-photo-10014803.jpg,115.543079,0.700732,15.030604,4.889356,0.517857,0.364031,0.565330
leaf_ground,imgi_1107_pexels-photo-36755854.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1107_pexels-photo-36755854.jpg,177.067707,0.371501,8.706758,4.757588,0.467722,0.331849,0.513388
leaf_ground,imgi_1113_pexels-photo-11255719.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1113_pexels-photo-11255719.jpg,47.645886,0.836476,20.511635,5.633023,0.805027,0.356240,0.769075
leaf_ground,imgi_1120_pexels-photo-29708694.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1120_pexels-photo-29708694.jpg,182.684138,0.737894,18.701643,5.373582,0.457891,0.370250,0.583334
leaf_ground,imgi_1128_pexels-photo-5744530.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1128_pexels-photo-5744530.jpg,169.266745,0.336128,9.043010,5.469300,0.481559,0.302130,0.535205
leaf_ground,imgi_1144_pexels-photo-16473932.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1144_pexels-photo-16473932.jpg,207.901250,0.339840,9.062425,4.345445,0.567418,0.305065,0.511599
leaf_ground,imgi_1154_pexels-photo-10175850.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1154_pexels-photo-10175850.jpg,116.424209,0.637932,15.960268,4.814922,0.478119,0.306524,0.554675
leaf_ground,imgi_1180_pexels-photo-3013963.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1180_pexels-photo-3013963.jpg,111.440640,0.666030,21.704191,4.708169,0.760366,0.344164,0.627634
leaf_ground,imgi_1183_pexels-photo-3274847.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1183_pexels-photo-3274847.jpg,171.884383,0.765277,16.300354,5.210907,0.626184,0.387713,0.590280
leaf_ground,imgi_1191_pexels-photo-14467741.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1191_pexels-photo-14467741.jpg,149.356793,0.446982,13.191636,5.417407,0.586175,0.323430,0.570382
leaf_ground,imgi_1205_pexels-photo-34582970.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1205_pexels-photo-34582970.jpg,180.872391,0.653201,14.044973,5.201188,0.653045,0.376379,0.581742
leaf_ground,imgi_1211_pexels-photo-30841463.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1211_pexels-photo-30841463.jpg,117.077564,0.894157,26.680616,5.569978,0.698854,0.363735,0.657648
leaf_ground,imgi_1217_pexels-photo-7538351.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1217_pexels-photo-7538351.jpg,93.625615,0.589631,8.825465,4.558099,0.644613,0.327801,0.578239
leaf_ground,imgi_1243_pexels-photo-10141342.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1243_pexels-photo-10141342.jpg,130.731709,0.390147,9.026495,5.592550,0.559770,0.334025,0.548484
leaf_ground,imgi_1271_pexels-photo-16388314.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1271_pexels-photo-16388314.jpg,155.749466,0.574157,14.958415,4.487747,0.215858,0.329949,0.500766
leaf_ground,imgi_1271_pexels-photo-18534698.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1271_pexels-photo-18534698.jpg,121.403461,0.690615,15.664654,5.539333,0.183800,0.336679,0.530990
leaf_ground,imgi_1279_pexels-photo-25650160.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1279_pexels-photo-25650160.jpg,116.202487,0.526171,10.875826,5.156493,0.563743,0.364412,0.559553
leaf_ground,imgi_1282_pexels-photo-34237672.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1282_pexels-photo-34237672.jpg,119.934315,0.764682,18.212378,5.645914,0.548165,0.391167,0.595869
leaf_ground,imgi_1285_pexels-photo-10222211.jpg,G:\내 드라이브\데이터셋\leaf_ground\imgi_1285_pexels-photo-10222211.jpg,179.413962,0.718723,15.645923,5.487552,0.530114,0.378498,0.580105
